Column1,Column49,variable,min,max,index,refined_min,refined_max
106,YLL,Column10,0.000310122961810769,0.00187122529535873,10,0.0,0.0
107,YLL,Column11,0.000140175265832904,0.00172956155239071,11,0.0,0.0
108,YLL,Column12,0.397036399198937,0.598077347138056,12,0.0,0.0
109,YLL,Column13,0.000318477675708205,0.00981299449696833,13,0.0,0.0
110,YLL,Column14,0.000420363560279012,0.00555628539349742,14,0.0,0.0
111,YLL,Column15,0.395494574224229,0.597457616675346,15,0.0,0.0
112,YLL,Column16,0.000201653011966166,0.00267401861867792,16,0.0,0.0
113,YLL,Column17,0.000362416882719172,0.00160301023290131,17,0.0,0.0
114,YLL,Column18,0.000250547580939576,0.00163144321001296,18,0.0,0.0
115,YLL,Column19,0.000278218142757701,0.0015579374166507,19,0.0,0.0
116,YLL,Column20,7.72005475217735e-5,0.00196602109978819,20,0.0,0.0
117,YLL,Column21,0.000196967182199526,0.00114613542138386,21,0.0,0.0
118,YLL,Column22,3.73531880539087e-5,0.000790168864343845,22,0.0,0.0
119,YLL,Column23,0.67668356468465,0.916862450277429,23,0.0,0.0
120,YLL,Column24,0.0812657324011754,0.321527069344289,24,0.0,0.0
121,YLL,Column25,0.00450669356424093,0.0187768926432585,25,0.0,0.0
122,YLL,Column26,0.0017365220133881,0.0218316588015463,26,0.0,0.0
123,YLL,Column27,0.00435721250634631,0.0522038425681989,27,0.0,0.0
124,YLL,Column28,0.0023764268968666,0.0463787752861365,28,0.0,0.0
125,YLL,Column29,0.272627807157579,0.680043150253851,29,0.0,0.0
126,YLL,Column30,0.000737593723624036,0.00593802877558244,30,0.0,0.0
127,YLL,Column31,0.00252864253723416,0.0906258250965227,31,0.0,0.0
128,YLL,Column32,0.2628044426519132,0.664766836950714,32,1.0,0.0
129,YLL,Column33,0.0192290065780845,0.108552449608272,33,0.0,0.0
130,YLL,Column34,0.00647942192308576,0.0899835340439952,34,0.0,0.0
131,YLL,Column35,0.0166397956975236,0.166378150138476,35,0.0,0.0
132,YLL,Column36,0.0005,0.118713850327348,36,1.0,0.0
133,YLL,Column37,0.629920119404815,0.894778582451307,37,0.0,0.0
134,YLL,Column38,0.00384869556750092,0.021816153463606,38,0.0,0.0
135,YLL,Column39,0.000618794888018048,0.0101087402493886,39,0.0,0.0
136,YLL,Column40,0.00241175400896944,0.0250885596607945,40,0.0,0.0
137,YLL,Column41,0.0162340327804381,0.0468630062564281,41,0.0,0.0
138,YLL,Column42,0.0904226847078015,0.675506291358225,42,0.0,0.0
139,YLL,Column43,0.0822116856069919,0.477225370856106,43,0.0,0.0
140,YLL,Column44,0.00593671602168947,0.0762394337611298,44,0.0,0.0
141,YLL,Column45,0.0142993092347784,0.151857604743915,45,0.0,0.0
142,YLL,Column46,0.0408822950563844,0.329625337810421,46,0.0,0.0
143,YLL,Column47,0.0164989293425279,0.208143436624715,47,0.0,0.0
144,YLL,Column48,0.00623698015127395,0.173632161270151,48,1.0,0.0
